"State","fips","full","pop_2015","Brewery_id","Brewery_name","City","Beer_name","Beer_ID","ABV","IBU","Style","Ounces"
"TX","48","Texas",27469114,288,"Four Corners Brewing Company","Dallas","El Chingon IPA",1874,0.076,73,"American IPA",12
"TX","48","Texas",27469114,288,"Four Corners Brewing Company","Dallas","Local Buzz",1872,0.052,20,"American Blonde Ale",12
"TX","48","Texas",27469114,177,"Rahr & Sons Brewing Company","Fort Worth","Rahr's Blonde",2269,0.046,34,"Munich Helles Lager",12
"TX","48","Texas",27469114,39,"Twisted X Brewing Company","Dripping Springs","Cow Creek",2588,0.054,26,"American Amber / Red Lager",12
"TX","48","Texas",27469114,216,"Texian Brewing Co.","Richmond","Battle LIne",2118,0.063,23,"American Brown Ale",12
"TX","48","Texas",27469114,30,"Cedar Creek Brewery","Seven Points","Dankosaurus",2052,0.068,70,"American IPA",16
"TX","48","Texas",27469114,162,"Martin House Brewing Company","Fort Worth","The Imperial Texan",1234,0.08,85,"American Double / Imperial IPA",12
"TX","48","Texas",27469114,30,"Cedar Creek Brewery","Seven Points","Elliott's Phoned Home Pale Ale",1182,0.051,36,"American Pale Ale (APA)",16
"TX","48","Texas",27469114,288,"Four Corners Brewing Company","Dallas","Block Party Robust Porter",1873,0.057,40,"American Porter",12
"TX","48","Texas",27469114,39,"Twisted X Brewing Company","Dripping Springs","Twisted X",2212,0.051,19,"American Adjunct Lager",12
"TX","48","Texas",27469114,214,"Grapevine Craft Brewery","Farmers Branch","Lakefire Rye Pale Ale",2126,0.055,35,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Le Mort Vivant (2011)",555,0.069,23,"Bière de Garde",12
"TX","48","Texas",27469114,471,"Pete's Brewing Company","San Antonio","Pete's Wicked Summer Brew (1997)",1054,0.047,24,"American Pale Wheat Ale",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Deep Ellum IPA",943,0.07,70,"American IPA",12
"TX","48","Texas",27469114,162,"Martin House Brewing Company","Fort Worth","Pretzel Stout",2268,0.065,47,"American Stout",16
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Karbachtoberfest",1458,0.055,25,"Märzen / Oktoberfest",12
"TX","48","Texas",27469114,141,"Independence Brewing Company","Austin","White Rabbit ",1904,0.059,27,"Witbier",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","BLAKKR",1861,0.099,85,"American Black Ale",12
"TX","48","Texas",27469114,414,"Austin Beerworks","Austin","Fire Eagle IPA",343,0.062,64,"American IPA",12
"TX","48","Texas",27469114,30,"Cedar Creek Brewery","Seven Points","Scruffy's Smoked Alt",1584,0.051,35,"Smoked Beer",16
"TX","48","Texas",27469114,216,"Texian Brewing Co.","Richmond","Broken Bridge",2117,0.056,12,"Dunkelweizen",12
"TX","48","Texas",27469114,30,"Cedar Creek Brewery","Seven Points","Special Release",2210,0.04,23,"",16
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Barn Burner Saison",1068,0.066,20,"Saison / Farmhouse Ale",12
"TX","48","Texas",27469114,471,"Pete's Brewing Company","San Antonio","Pete's Wicked Summer Brew (1995)",1061,0.047,24,"American Pale Wheat Ale",12
"TX","48","Texas",27469114,464,"Big Bend Brewing Company","Alpine","Big Bend Hefeweizen",1155,0.056,40,"Hefeweizen",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Weisse Versa",464,0.052,15,"Hefeweizen",12
"TX","48","Texas",27469114,471,"Pete's Brewing Company","San Antonio","Pete's Wicked Summer Brew (1996)",1053,0.047,21,"American Pale Wheat Ale",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Love Street Summer Seasonal (2014)",1235,0.047,20,"Kölsch",12
"TX","48","Texas",27469114,414,"Austin Beerworks","Austin","Heavy Machinery IPA Series #1: Heavy Fist",1409,0.07,28,"American Black Ale",16
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Old Potentate",1010,0.072,40,"Old Ale",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Mother in Lager",1560,0.058,25,"Munich Dunkel Lager",12
"TX","48","Texas",27469114,396,"Hops & Grain Brewery","Austin","Pale Dog",501,0.06,50,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","Four Squared (2015)",1086,0.06,50,"American Blonde Ale",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","Hans' Pils (2015)",1091,0.053,52,"German Pilsener",12
"TX","48","Texas",27469114,188,"Pedernales Brewing Company","Fredericksburg","Lobo Lito",2238,0.04,12,"Light Lager",12
"TX","48","Texas",27469114,78,"Blue Owl Brewing","Austin","Little Boss",2489,0.046,13,"American Pale Wheat Ale",12
"TX","48","Texas",27469114,396,"Hops & Grain Brewery","Austin","The One They Call Zoe",1004,0.051,29,"American Pale Lager",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Le Mort Vivant",1740,0.069,23,"Bière de Garde",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Neato Bandito",2371,0.06,16,"Euro Pale Lager",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Hopadillo India Pale Ale",463,0.066,70,"American IPA",12
"TX","48","Texas",27469114,216,"Texian Brewing Co.","Richmond","Brutus",2116,0.071,69,"English India Pale Ale (IPA)",12
"TX","48","Texas",27469114,396,"Hops & Grain Brewery","Austin","Green House India Pale Ale",1501,0.07,50,"American IPA",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Dallas Blonde",946,0.052,23,"American Blonde Ale",12
"TX","48","Texas",27469114,242,"New Republic Brewing Company","College Station","Dammit Jim!",2041,0.052,50,"American Amber / Red Ale",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Bombshell Blonde",856,0.05,20,"American Blonde Ale",16
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Walloon",2267,0.055,99,"Saison / Farmhouse Ale",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","Firemans #4 Blonde Ale (2013)",1718,0.051,21,"American Blonde Ale",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","Firemans #4 Blonde Ale (2015)",830,0.051,21,"American Blonde Ale",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","PRO-AM (2012) (2012)",853,0.099,100,"American Double / Imperial IPA",12
"TX","48","Texas",27469114,208,"Branchline Brewing Company","San Antonio","Evil Owl",2167,0.052,40,"American Amber / Red Ale",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Double Brown Stout",1203,0.07,35,"Baltic Porter",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Yo Soy Un Berliner",2520,0.044,5,"Berliner Weissbier",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Deep Ellum Pale Ale",1827,0.06,75,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Rye Pils Session Lager",1161,0.046,25,"German Pilsener",12
"TX","48","Texas",27469114,215,"Buffalo Bayou Brewing Company","Houston","Summer's Wit",2124,0.06,20,"Witbier",12
"TX","48","Texas",27469114,464,"Big Bend Brewing Company","Alpine","Terlingua Gold",1154,0.06,26,"American Blonde Ale",12
"TX","48","Texas",27469114,30,"Cedar Creek Brewery","Seven Points","The Lawn Ranger",1050,0.05,18,"Cream Ale",16
"TX","48","Texas",27469114,141,"Independence Brewing Company","Austin","Oklahoma Suks",2350,0.048,32,"American Amber / Red Ale",12
"TX","48","Texas",27469114,464,"Big Bend Brewing Company","Alpine","Tejas Lager",1157,0.047,77,"Czech Pilsener",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Pine Belt Pale Ale",2387,0.065,45,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Pine Belt Pale Ale",45,0.065,45,"American Pale Ale (APA)",16
"TX","48","Texas",27469114,471,"Pete's Brewing Company","San Antonio","Pete's Wicked Summer Brew (2002)",1055,0.047,24,"American Pale Wheat Ale",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Farmhouse Wit",1202,0.048,25,"Saison / Farmhouse Ale",16
"TX","48","Texas",27469114,188,"Pedernales Brewing Company","Fredericksburg","Robert Earl Keen Honey Pils",2144,0.05,17,"American Pilsner",12
"TX","48","Texas",27469114,214,"Grapevine Craft Brewery","Farmers Branch","Sir William's English Brown Ale",2127,0.049,21,"English Brown Ale",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Oak Cliff Coffee Ale",2251,0.075,33,"American Brown Ale",12
"TX","48","Texas",27469114,215,"Buffalo Bayou Brewing Company","Houston","1836",2125,0.06,40,"American Blonde Ale",12
"TX","48","Texas",27469114,127,"Uncle Billy's Brewery and Smokeh...","Austin","The Green Room",2372,0.06,75,"American IPA",16
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Bombshell Blonde",44,0.05,20,"American Blonde Ale",12
"TX","48","Texas",27469114,78,"Blue Owl Brewing","Austin","Spirit Animal",2487,0.001,44,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Texicali ",2526,0.065,33,"American Brown Ale",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Bat Outta Helles",2524,0.042,20,"Munich Helles Lager",12
"TX","48","Texas",27469114,243,"Infamous Brewing Company","Austin","Infamous IPA",2038,0.07,75,"American IPA",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","White (2015)",2211,0.046,25,"Witbier",12
"TX","48","Texas",27469114,427,"Armadillo Ale Works","Denton","Greenbelt Farmhouse Ale",1332,0.051,20,"Saison / Farmhouse Ale",12
"TX","48","Texas",27469114,464,"Big Bend Brewing Company","Alpine","Number 22 Porter",1156,0.064,55,"American Porter",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","OktoberFiesta",2527,0.053,27,"",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Walloon (2014)",691,0.055,108,"Saison / Farmhouse Ale",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Soul Doubt",2521,0.059,70,"American IPA",12
"TX","48","Texas",27469114,137,"Hops & Grains Brewing Company","Austin","Porter Culture",2357,0.065,16,"American Porter",12
"TX","48","Texas",27469114,243,"Infamous Brewing Company","Austin","Hijack",1774,0.055,20,"Cream Ale",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Sympathy for the Lager",465,0.049,45,"American Amber / Red Lager",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Red Cockaded Ale",1728,0.085,110,"American Double / Imperial IPA",12
"TX","48","Texas",27469114,141,"Independence Brewing Company","Austin","Power & Light",2301,0.055,42,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,427,"Armadillo Ale Works","Denton","Quakertown Stout",1333,0.092,50,"American Double / Imperial Stout",12
"TX","48","Texas",27469114,258,"South Austin Brewery","South Austin","LuckenBock",1972,0.07,18,"Bock",16
"TX","48","Texas",27469114,214,"Grapevine Craft Brewery","Farmers Branch","Monarch Classic American Wheat",2129,0.043,21,"American Pale Wheat Ale",12
"TX","48","Texas",27469114,258,"South Austin Brewery","South Austin","Texas Pale Ale (TPA)",1971,0.055,40,"American IPA",16
"TX","48","Texas",27469114,127,"Uncle Billy's Brewery and Smokeh...","Austin","Humbucker Helles",2367,0.047,25,"Maibock / Helles Bock",16
"TX","48","Texas",27469114,185,"Oasis Texas Brewing Company","Austin","London Homesick Ale",2071,0.049,27,"English Bitter",12
"TX","48","Texas",27469114,162,"Martin House Brewing Company","Fort Worth","The Imperial Texan",2120,0.08,85,"American Double / Imperial IPA",16
"TX","48","Texas",27469114,162,"Martin House Brewing Company","Fort Worth","Rubberneck Red",2197,0.05,35,"American Amber / Red Ale",16
"TX","48","Texas",27469114,242,"New Republic Brewing Company","College Station","Kadigan",2042,0.056,30,"American Blonde Ale",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Weisse Versa (2012)",2374,0.052,16,"Hefeweizen",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Rye Wit",2522,0.042,10,"Witbier",12
"TX","48","Texas",27469114,119,"Southern Star Brewing Company","Conroe","Buried Hatchet Stout",46,0.083,50,"Foreign / Export Stout",12
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Original",2523,0.068,65,"American Amber / Red Ale",12
"TX","48","Texas",27469114,242,"New Republic Brewing Company","College Station","Skylight",2043,0.056,20,"Dunkelweizen",12
"TX","48","Texas",27469114,177,"Rahr & Sons Brewing Company","Fort Worth","Pride of Texas Pale Ale",2229,0.058,60,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,162,"Martin House Brewing Company","Fort Worth","Day Break 4-Grain Breakfast Beer",1233,0.05,13,"Rye Beer",16
"TX","48","Texas",27469114,185,"Oasis Texas Brewing Company","Austin","Slow Ride",2069,0.048,35,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,258,"South Austin Brewery","South Austin","6 String Saison",1970,0.08,138,"Saison / Farmhouse Ale",16
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","The Sword Iron Swan Ale",1290,0.059,35,"English Pale Ale",12
"TX","48","Texas",27469114,78,"Blue Owl Brewing","Austin","Van Dayum!",2488,0.001,35,"American Amber / Red Ale",12
"TX","48","Texas",27469114,258,"South Austin Brewery","South Austin","Kol' Beer",1969,0.05,22,"Kölsch",16
"TX","48","Texas",27469114,185,"Oasis Texas Brewing Company","Austin","Luchesa Lager",2070,0.048,35,"Keller Bier / Zwickel Bier",12
"TX","48","Texas",27469114,126,"Karbach Brewing Company","Houston","Weekend Warrior Pale Ale",1557,0.055,40,"American Pale Ale (APA)",12
"TX","48","Texas",27469114,128,"Deep Ellum Brewing Company","Dallas","Dream Crusher Double IPA",2166,0.085,100,"American Double / Imperial IPA",12
"TX","48","Texas",27469114,185,"Oasis Texas Brewing Company","Austin","Lake Monster",2247,0.082,25,"Baltic Porter",16
"TX","48","Texas",27469114,162,"Martin House Brewing Company","Fort Worth","River House",2308,0.05,20,"Saison / Farmhouse Ale",16
"TX","48","Texas",27469114,67,"Freetail Brewing Company","San Antonio","Pinata Protest",2525,0.06,27,"Witbier",12
"TX","48","Texas",27469114,78,"Blue Owl Brewing","Austin","Professor Black",2490,0.046,26,"American Stout",12
"TX","48","Texas",27469114,129,"Real Ale Brewing Company","Blanco","18th Anniversary Gose",2370,0.044,5,"Gose",12
"TX","48","Texas",27469114,396,"Hops & Grain Brewery","Austin","Alteration",502,0.051,40,"Altbier",12
"UT","49","Utah",2995919,365,"Bohemian Brewery","Midvale","Viennese Lager",88,0.05,138,"Vienna Lager",12
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Wasatch Apricot Hefeweizen",1681,0.04,16,"Fruit / Vegetable Beer",12
"UT","49","Utah",2995919,400,"Moab Brewery","Moab","Squeaky Bike Nut Brown Ale",1476,0.04,40,"American Brown Ale",16
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Wasatch Ghostrider White IPA",1823,0.06,70,"American White IPA",12
"UT","49","Utah",2995919,400,"Moab Brewery","Moab","Rocket Bike American Lager",645,0.04,44,"California Common / Steam Beer",16
"UT","49","Utah",2995919,365,"Bohemian Brewery","Midvale","Cherny Bock",344,0.04,8,"Schwarzbier",12
"UT","49","Utah",2995919,365,"Bohemian Brewery","Midvale","Czech Pilsner",89,0.05,51,"Czech Pilsener",12
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Devastator Double Bock",1824,0.08,10,"Doppelbock",12
"UT","49","Utah",2995919,400,"Moab Brewery","Moab","Dead Horse Amber",902,0.04,22,"American Pale Wheat Ale",16
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Squatters Hop Rising Double IPA (2014)",1680,0.09,75,"American Double / Imperial IPA",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","WYLD Extra Pale Ale",974,0.04,29,"American Pale Ale (APA)",12
"UT","49","Utah",2995919,400,"Moab Brewery","Moab","Johnny's American IPA",644,0.04,98,"American IPA",16
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","Cutthroat Pale Ale",1088,0.04,34,"American Pale Ale (APA)",12
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Squatters Full Suspension Pale Ale",1826,0.04,65,"American Pale Ale (APA)",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","Organic Baba Black Lager",1097,0.04,32,"Schwarzbier",12
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Wasatch Ghostrider White IPA (2014)",1682,0.06,53,"American White IPA",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","Hop Nosh IPA",1723,0.073,83,"American IPA",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","Hop Notch IPA (2013)",1089,0.073,82,"American IPA",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","Yard Sale Winter Lager",2100,0.04,22,"American Amber / Red Lager",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","Trader Session IPA",1925,0.04,42,"American IPA",12
"UT","49","Utah",2995919,365,"Bohemian Brewery","Midvale","Altus Bohemes Altbier",1597,0.053,85,"Altbier",12
"UT","49","Utah",2995919,365,"Bohemian Brewery","Midvale","Bohemian Export Lager",1607,0.06,62,"Dortmunder / Export Lager",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","PUNK'N",2310,0.05,10,"Pumpkin Ale",12
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Squatters Full Suspension Pale Ale",1679,0.04,65,"American Pale Ale (APA)",12
"UT","49","Utah",2995919,160,"Uinta Brewing Company","Salt Lake City","SUM'R",1212,0.04,17,"American Blonde Ale",12
"UT","49","Utah",2995919,303,"Utah Brewers Cooperative","Salt Lake City","Squatters Hop Rising Double IPA",1825,0.09,75,"American Double / Imperial IPA",12
"VA","51","Virginia",8382993,274,"Three Notch'd Brewing Company","Charlottesville","40 Mile IPA",1912,0.06,50,"American IPA",12
"VA","51","Virginia",8382993,274,"Three Notch'd Brewing Company","Charlottesville","Hydraulion Red",1913,0.053,22,"Irish Red Ale",12
"VA","51","Virginia",8382993,456,"Sunken City Brewing Company","Hardy","Dam Lager",1207,0.045,65,"American Amber / Red Lager",12
"VA","51","Virginia",8382993,116,"Smartmouth Brewing Company","Norfolk","Murphy's Law",2406,0.058,35,"American Amber / Red Ale",12
"VA","51","Virginia",8382993,383,"Blue Mountain Brewery","Afton","Full Nelson Pale Ale",1547,0.059,60,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,383,"Blue Mountain Brewery","Afton","Full Nelson Pale Ale (2010)",119,0.059,60,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,456,"Sunken City Brewing Company","Hardy","Red Clay IPA",1206,0.07,98,"American IPA",12
"VA","51","Virginia",8382993,383,"Blue Mountain Brewery","Afton","Blue Mountain Classic Lager",1545,0.053,22,"Euro Pale Lager",12
"VA","51","Virginia",8382993,237,"Champion Brewing Company","Charlottesville","Missile IPA",1933,0.07,65,"American IPA",12
"VA","51","Virginia",8382993,307,"Beach Brewing Company","Virginia Beach","Hoptopus Double IPA",1806,0.088,108,"American Double / Imperial IPA",16
"VA","51","Virginia",8382993,237,"Champion Brewing Company","Charlottesville","Killer Kolsch",2055,0.05,22,"Kölsch",12
"VA","51","Virginia",8382993,182,"Wild Wolf Brewing Company","Nellysford","Alpha Ale",1194,0.051,45,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,415,"Blue Mountain Brewery","Arrington","Kölsch 151",1408,0.049,16,"Kölsch",12
"VA","51","Virginia",8382993,182,"Wild Wolf Brewing Company","Nellysford","Blonde Hunny",2253,0.068,21,"Belgian Pale Ale",12
"VA","51","Virginia",8382993,431,"Lost Rhino Brewing Company","Ashburn","Rhino Chasers Pilsner",1308,0.056,55,"Czech Pilsener",12
"VA","51","Virginia",8382993,344,"Hardywood Park Craft Brewery","Richmond","Capital Trail Pale Ale",1270,0.056,55,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,431,"Lost Rhino Brewing Company","Ashburn","Face Plant IPA",1309,0.062,65,"American IPA",12
"VA","51","Virginia",8382993,237,"Champion Brewing Company","Charlottesville","Stickin' In My Rye",2057,0.07,8,"Rye Beer",24
"VA","51","Virginia",8382993,51,"Flying Mouse Brewery","Troutville","Flying Mouse 8",2567,0.04,40,"American Porter",12
"VA","51","Virginia",8382993,345,"Wolf Hills Brewing Company","Abingdon","Troopers Alley IPA",1676,0.059,135,"American IPA",12
"VA","51","Virginia",8382993,116,"Smartmouth Brewing Company","Norfolk","Rule G IPA",2407,0.07,88,"American IPA",12
"VA","51","Virginia",8382993,237,"Champion Brewing Company","Charlottesville","Black Me Stout",2056,0.06,45,"American Stout",12
"VA","51","Virginia",8382993,238,"Devil's Backbone Brewing Company","Lexington","Bravo Four Point",2051,0.044,45,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,238,"Devil's Backbone Brewing Company","Lexington","Striped Bass Pale Ale",1201,0.052,26,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,384,"Starr Hill Brewery","Crozet","Northern Lights India Pale Ale",1205,0.065,52,"American IPA",16
"VA","51","Virginia",8382993,116,"Smartmouth Brewing Company","Norfolk","Alter Ego ",2405,0.062,33,"Saison / Farmhouse Ale",12
"VA","51","Virginia",8382993,51,"Flying Mouse Brewery","Troutville","Flying Mouse 4",2566,0.07,70,"American IPA",12
"VA","51","Virginia",8382993,383,"Blue Mountain Brewery","Afton","Steel Wheels ESB",1546,0.065,30,"Extra Special / Strong Bitter (ESB)",12
"VA","51","Virginia",8382993,123,"Center of the Universe Brewing C...","Ashland","Ray Ray’s Pale Ale",1247,0.052,42,"American Pale Ale (APA)",12
"VA","51","Virginia",8382993,384,"Starr Hill Brewery","Crozet","Starr Pils",1544,0.042,20,"German Pilsener",12
"VA","51","Virginia",8382993,182,"Wild Wolf Brewing Company","Nellysford","Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,"Scotch Ale / Wee Heavy",12
"VA","51","Virginia",8382993,123,"Center of the Universe Brewing C...","Ashland","Chin Music Amber Lager",1839,0.045,24,"American Amber / Red Lager",12
"VA","51","Virginia",8382993,123,"Center of the Universe Brewing C...","Ashland","Main St. Virginia Ale",1248,0.05,40,"Altbier",12
"VA","51","Virginia",8382993,182,"Wild Wolf Brewing Company","Nellysford","Wild Wolf American Pilsner",1195,0.045,25,"American Pilsner",12
"VA","51","Virginia",8382993,384,"Starr Hill Brewery","Crozet","Northern Lights India Pale Ale",368,0.065,52,"American IPA",12
"VA","51","Virginia",8382993,384,"Starr Hill Brewery","Crozet","Festie",369,0.048,12,"Märzen / Oktoberfest",12
"VA","51","Virginia",8382993,428,"Roanoke Railhouse Brewery","Roanoke","Track 1 Amber Lager",1330,0.045,65,"American Amber / Red Lager",16
"VA","51","Virginia",8382993,344,"Hardywood Park Craft Brewery","Richmond","The Great Return",1677,0.075,70,"American IPA",16
"VA","51","Virginia",8382993,344,"Hardywood Park Craft Brewery","Richmond","Hardywood Cream Ale",1331,0.044,18,"Cream Ale",12
"VA","51","Virginia",8382993,123,"Center of the Universe Brewing C...","Ashland","Main St. Virginia Ale",2377,0.05,40,"Altbier",12
"VT","50","Vermont",626042,42,"Lost Nation Brewing","East Fairfield","Gose",2584,0.046,8,"Gose",16
"VT","50","Vermont",626042,42,"Lost Nation Brewing","East Fairfield","Vermont Pilsner",2583,0.048,20,"German Pilsener",16
"VT","50","Vermont",626042,276,"Otter Creek Brewing","Middlebury","Fresh Slice White IPA",1908,0.055,45,"American White IPA",12
"VT","50","Vermont",626042,173,"Fiddlehead Brewing Company","Shelburne","Mastermind",2289,0.081,13,"American Double / Imperial IPA",12
"VT","50","Vermont",626042,273,"The Alchemist","Waterbury","Focal Banger",1810,0.07,8,"American IPA",16
"VT","50","Vermont",626042,273,"The Alchemist","Waterbury","Heady Topper",379,0.08,120,"American Double / Imperial IPA",16
"VT","50","Vermont",626042,304,"Magic Hat Brewing Company","South Burlington","#9",1813,0.051,20,"Fruit / Vegetable Beer",16
"VT","50","Vermont",626042,262,"Otter Creek Brewing","Waterbury","Overgrown American Pale Ale",1946,0.055,55,"American Pale Ale (APA)",12
"VT","50","Vermont",626042,329,"The Just Beer Project","Burlington","Just IPA",1749,0.046,45,"American IPA",12
"VT","50","Vermont",626042,304,"Magic Hat Brewing Company","South Burlington","#9",360,0.051,20,"Fruit / Vegetable Beer",12
"VT","50","Vermont",626042,173,"Fiddlehead Brewing Company","Shelburne","Hyzer Flip",2027,0.082,13,"American Double / Imperial IPA",16
"VT","50","Vermont",626042,42,"Lost Nation Brewing","East Fairfield","Lost Galaxy",2581,0.045,13,"American IPA",16
"VT","50","Vermont",626042,304,"Magic Hat Brewing Company","South Burlington","Elder Betty",1113,0.055,13,"Hefeweizen",12
"VT","50","Vermont",626042,273,"The Alchemist","Waterbury","Beelzebub",1914,0.08,8,"American Double / Imperial Stout",16
"VT","50","Vermont",626042,273,"The Alchemist","Waterbury","Heady Topper",1111,0.08,120,"American Double / Imperial IPA",16
"VT","50","Vermont",626042,173,"Fiddlehead Brewing Company","Shelburne","Hodad Porter",1858,0.055,30,"American Porter",16
"VT","50","Vermont",626042,269,"Long Trail Brewing Company","Bridgewater Corners","Long Trail Ale (1)",573,0.046,30,"Altbier",12
"VT","50","Vermont",626042,273,"The Alchemist","Waterbury","Petit Mutant",1916,0.06,13,"American Wild Ale",16
"VT","50","Vermont",626042,173,"Fiddlehead Brewing Company","Shelburne","Second Fiddle",1929,0.082,80,"American Double / Imperial IPA",16
"VT","50","Vermont",626042,502,"Woodchuck Hard Cider","Middlebury","Woodchuck Amber Hard Cider",822,0.05,13,"Cider",12
"VT","50","Vermont",626042,42,"Lost Nation Brewing","East Fairfield","Mosaic Single Hop IPA",2582,0.055,8,"American IPA",16
"VT","50","Vermont",626042,273,"The Alchemist","Waterbury","The Crusher",1915,0.096,17,"American Double / Imperial IPA",16
"VT","50","Vermont",626042,269,"Long Trail Brewing Company","Bridgewater Corners","Long Trail Ale",1924,0.046,30,"American Amber / Red Ale",12
"VT","50","Vermont",626042,269,"Long Trail Brewing Company","Bridgewater Corners","Long Trail IPA",1926,0.059,42,"English India Pale Ale (IPA)",12
"VT","50","Vermont",626042,335,"The Traveler Beer Company","Burlington","Curious Traveler Shandy",1732,0.044,13,"Shandy",12
"VT","50","Vermont",626042,269,"Long Trail Brewing Company","Bridgewater Corners","Blackbeary Wheat",574,0.04,8,"Fruit / Vegetable Beer",12
"VT","50","Vermont",626042,269,"Long Trail Brewing Company","Bridgewater Corners","Double Bag",1090,0.072,33,"Altbier",16
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Persnickety Pale",560,0.057,36,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,484,"Bale Breaker Brewing Company","Yakima","Field 41 Pale Ale",965,0.044,38,"American Pale Ale (APA)",12
"WA","53","Washington",7170351,354,"Aslan Brewing Company","Bellingham","Aslan Amber",1638,0.077,50,"American Amber / Red Ale",16
"WA","53","Washington",7170351,191,"Two Beers Brewing Company","Seattle","Evolutionary IPA (2012)",1173,0.062,70,"American IPA",12
